	worker_id	worker_platform	worker_browser	battery_name	battery_owner	battery_owner_email	battery_completed	experiment_include_bonus	experiment_include_catch	experiment_exp_id	experiment_name	experiment_reference	experiment_cognitive_atlas_task_id	result_SS_delay	result_SS_duration	result_SS_stimulus	result_SS_trial_type	result_block_duration	result_condition	result_correct	result_correct_response	result_current_trial	result_dateTime	result_exp_id	result_exp_stage	result_feedback_duration	result_global_shape	result_internal_node_id	result_key_press	result_large_amt	result_later_del	result_local_shape	result_mouse_click	result_num_response	result_page_num	result_possible_responses	result_qnum	result_response_range	result_rt	result_score_response	result_small_amt	result_stim_duration	result_stim_id	result_stim_question	result_stim_response	result_stimulus	result_switch	result_time_elapsed	result_times_viewed	result_timing_post_trial	result_trial	result_trial_id	result_trial_index	result_trial_num	result_trial_type	result_id	result_view_history
7ce0474b-9095-4507-a01b-767445a1c93d_507	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				507	1454610984700	motor_selective_stop_signal				0.0-3.10-19.10	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1058430		0		prompt_fixation	507		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_508	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	508	1454610986559	motor_selective_stop_signal				0.0-3.10-20.10	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		1060289		0			508		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_509	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				509	1454610987067	motor_selective_stop_signal				0.0-3.10-21.10	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1060796		0		prompt_fixation	509		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_510	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	510	1454610988928	motor_selective_stop_signal				0.0-3.10-22.10	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		1062657		0			510		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_511	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				511	1454610989435	motor_selective_stop_signal				0.0-3.10-23.10	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1063165		0		prompt_fixation	511		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_512	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	512	1454610991293	motor_selective_stop_signal				0.0-3.10-24.10	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		1065022		0			512		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_513	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				513	1454610991803	motor_selective_stop_signal				0.0-3.10-25.10	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1065533		0		prompt_fixation	513		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_514	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	514	1454610993661	motor_selective_stop_signal				0.0-3.10-26.10	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		1067390		0			514		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_515	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				515	1454610994168	motor_selective_stop_signal				0.0-3.10-27.10	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1067897		0		prompt_fixation	515		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_516	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	516	1454610996029	motor_selective_stop_signal				0.0-3.10-28.10	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		1069759		0			516		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_517	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				517	1454610996535	motor_selective_stop_signal				0.0-3.10-29.10	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1070265		0		prompt_fixation	517		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_518	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	518	1454610998396	motor_selective_stop_signal				0.0-3.10-30.10	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		1072126		0			518		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_519	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				519	1454610998903	motor_selective_stop_signal				0.0-3.10-31.10	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1072632		0		prompt_fixation	519		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_520	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		77	520	1454611000760	motor_selective_stop_signal				0.0-3.10-32.10	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		1074490		0			520		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_521	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				521	1454611001271	motor_selective_stop_signal				0.0-3.10-33.10	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1075000		0		prompt_fixation	521		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_522	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		77	522	1454611003128	motor_selective_stop_signal				0.0-3.10-34.10	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		1076858		0			522		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_523	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				523	1454611003636	motor_selective_stop_signal				0.0-3.10-35.10	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1077365		0		prompt_fixation	523		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_524	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	524	1454611005497	motor_selective_stop_signal				0.0-3.10-36.10	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		1079226		0			524		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_525	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				525	1454611006004	motor_selective_stop_signal				0.0-3.10-37.10	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1079733		0		prompt_fixation	525		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_526	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	526	1454611007864	motor_selective_stop_signal				0.0-3.10-38.10	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		1081593		0			526		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_527	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				527	1454611008370	motor_selective_stop_signal				0.0-3.10-39.10	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1082100		0		prompt_fixation	527		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_528	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	528	1454611010230	motor_selective_stop_signal				0.0-3.10-40.10	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		1083960		0			528		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_529	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b									529	1454611021244	motor_selective_stop_signal				0.0-3.11-0.11	-1										-1									1094973				feedback	529		poldrack-text	62	
7ce0474b-9095-4507-a01b-767445a1c93d_530	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				530	1454611022760	motor_selective_stop_signal				0.0-3.11-1.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1096490		0		prompt_fixation	530		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_531	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	531	1454611024620	motor_selective_stop_signal				0.0-3.11-2.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		1098349		0			531		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_532	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				532	1454611025128	motor_selective_stop_signal				0.0-3.11-3.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1098857		0		prompt_fixation	532		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_533	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	533	1454611026986	motor_selective_stop_signal				0.0-3.11-4.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		1100715		0			533		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_534	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				534	1454611027492	motor_selective_stop_signal				0.0-3.11-5.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1101222		0		prompt_fixation	534		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_535	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	535	1454611029351	motor_selective_stop_signal				0.0-3.11-6.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		1103080		0			535		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_536	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				536	1454611029857	motor_selective_stop_signal				0.0-3.11-7.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1103586		0		prompt_fixation	536		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_537	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		77	537	1454611031717	motor_selective_stop_signal				0.0-3.11-8.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		1105446		0			537		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_538	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				538	1454611032225	motor_selective_stop_signal				0.0-3.11-9.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1105954		0		prompt_fixation	538		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_539	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	539	1454611034085	motor_selective_stop_signal				0.0-3.11-10.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		1107815		0			539		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_540	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				540	1454611034591	motor_selective_stop_signal				0.0-3.11-11.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1108321		0		prompt_fixation	540		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_541	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	541	1454611036452	motor_selective_stop_signal				0.0-3.11-12.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		1110181		0			541		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_542	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				542	1454611036959	motor_selective_stop_signal				0.0-3.11-13.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1110688		0		prompt_fixation	542		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_543	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	543	1454611038817	motor_selective_stop_signal				0.0-3.11-14.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		1112546		0			543		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_544	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				544	1454611039323	motor_selective_stop_signal				0.0-3.11-15.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1113053		0		prompt_fixation	544		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_545	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	545	1454611041184	motor_selective_stop_signal				0.0-3.11-16.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		1114914		0			545		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_546	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				546	1454611041693	motor_selective_stop_signal				0.0-3.11-17.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1115423		0		prompt_fixation	546		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_547	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	547	1454611043553	motor_selective_stop_signal				0.0-3.11-18.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		1117282		0			547		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_548	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				548	1454611044061	motor_selective_stop_signal				0.0-3.11-19.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1117790		0		prompt_fixation	548		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_549	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		77	549	1454611045923	motor_selective_stop_signal				0.0-3.11-20.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		1119652		0			549		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_550	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				550	1454611046431	motor_selective_stop_signal				0.0-3.11-21.11	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		1120161		0		prompt_fixation	550		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_551	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		77	551	1454611048290	motor_selective_stop_signal				0.0-3.11-22.11	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		1122019		0			551		stop-signal	62	
